Latitud,Longitud,"ID",Titulo,Anunciante,Descripcion,Reformado,Telefonos,Tipo,Precio,Precio por metro,Direccion,Provincia,Ciudad,Metros cuadrados,Habitaciones,Baños,Parking,Segunda mano,Armarios Empotrados,Construido en,Amueblado,Calefacción individual,Certificación energética,Planta,Exterior,Interior,Ascensor,Fecha,Calle,Barrio,Distrito,Terraza,Trastero,Cocina Equipada,Cocina equipada,Aire acondicionado,Piscina,Jardín,Metros cuadrados útiles,Apto para personas con movilidad reducida,Plantas,Se admiten mascotas,Balcón
40.3610012,-3.5973111,86255584,"Alquiler de Piso en calle Antonio Gades, 44",Profesional   Viviendas en alquiler,"""¡Alquila ahora y llévate el primer mes gratis! Oferta válida hasta el 31.10. 2019Vivienda de 2 dormitorios en 2ª planta; Cuenta con plaza de garaje y trastero. La urbanización tiene amplias zonas ajardinadas y está a escasos metros de la avenida principal de la zona (avd. ensanche de Vallecas). Con toda clase de comercios cercanos, así como a 5 minutos del centro comercial ""la gavia"" y a 150 metros del colegio bilingüe ""Loyola de palacios"". fácil acceso a m-45 y a-3, y autobús l145 y n9 (búho) a 100 metros. Ubicación: C/ Antonio Gades, 44 Esc, A, B, C En pleno corazón del ensanche de Vallecas, frente a supermercados como Mercadona y Ahorramás, farmacia, bancos, iglesia y ciudad deportiva del rayo vallecano. Fácil acceso a-3 y m-45, bien comunicado por autobús l145 y n9 (búho) y a 200 metros de la parada de metro ""la gavia"". Consulte condiciones y disponibilidadSin comisiones de agenciaREQUISITOSAportación de contrato de trabajo o similar y 3 últimas nóminas para acreditar ratio de solvencia.En la firma del contrato se solicitará un seguro de la vivienda.1 mes de fianza + seguro de impago.""",FALSE,917 222 013,piso,790,11.29,"Calle Antonio Gades, 44, Urb. Edificio Vallecas II 81, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,70,2,1,TRUE,TRUE,,,FALSE,gas natural,,2,TRUE,FALSE,TRUE,2019/10/1,,,,,TRUE,,,,,,,,,,
40.3651532,-3.5831848,87167475,"Alquiler de Estudio en calle Cerro del Murmullo, 13",Particular    angie,"""se alquila por 3 meses estudio, personas responsables.""",FALSE,603 106 013,piso,400,8,"Calle Cerro del Murmullo, 13, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,50,,1,,TRUE,,,FALSE,,en trámite,1,FALSE,TRUE,TRUE,2019/10/2,"Calle Cerro del Murmullo, 13", Barrio Ensanche de Vallecas - La Gavia , Distrito Villa de Vallecas ,TRUE,,TRUE,TRUE,,TRUE,TRUE,,,,,
40.3610012,-3.5973111,86255307,"Alquiler de Piso en calle de Antonio Gades, 44",Profesional   Viviendas en alquiler,"""¡Alquila ahora y llévate el primer mes gratis! Oferta válida hasta el 31.10. 2019¡SIN COMISIONES DE AGENCIA!Vivienda de 1 dormitorio en 2ª planta; Cuenta con plaza de garaje y trastero. La urbanización tiene amplias zonas ajardinadas y está a escasos metros de la avenida principal de la zona (avd. ensanche de Vallecas). Con toda clase de comercios cercanos, así como a 5 minutos del centro comercial ""la gavia"" y a 150 metros del colegio bilingüe ""Loyola de palacios"". fácil acceso a m-45 y a-3, y autobús l145 y n9 (búho) a 100 metros. Ubicación: C/ Antonio Gades, 44 Esc, A, B, C En pleno corazón del ensanche de Vallecas, frente a supermercados como Mercadona y Ahorramás, farmacia, bancos, iglesia y ciudad deportiva del rayo vallecano. Fácil acceso a-3 y m-45, bien comunicado por autobús l145 y n9 (búho) y a 200 metros de la parada de metro ""la gavia"". Consulte condiciones y disponibilidadSin comisiones de agenciaREQUISITOSAportación de contrato de trabajo o similar y 3 últimas nóminas para acreditar ratio de solvencia.En la firma del contrato se solicitará un seguro de la vivienda.1 mes de fianza + seguro de impago.""",FALSE,917 222 013,piso,660,12.22,"Calle de Antonio Gades, 44, Urb. Edificio Vallecas II 81, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,54,,1,TRUE,TRUE,TRUE,,FALSE,gas natural,en trámite,2,TRUE,FALSE,TRUE,2019/10/1,,,,,TRUE,,,,,,,,,,
40.3702972,-3.6120673,87136863,"Alquiler de Piso en avenida del Ensanche de Vallecas, 11",Gema,"""Piso amueblado de 89m2 con tres habitaciones, salón/comedor muy amplio, cocina con tendedero y 2 baños. También incluye plaza de garaje muy amplía. Calefacción y agua caliente de gas natural. Sin gastos de Comunidad.Edificio sin zonas comunes muy bien comunicado. Metro, autobús y supermercados en la misma puerta. Precio: 950€/mesCondiciones:-Nos están permitidas mascotas-1 mes de fianza (950€)-Seguro de alquiler. Se solicita para su aprobación por la compañía de seguros: * 3 últimas nóminas * contrato de trabajo * DNI titulares del contrato- el pago del seguro de alquiler será a partes iguales cuando pase la liquidación la cía de seguros.""",FALSE,606 731 916,piso,950,9.13,"Avenida del Ensanche de Vallecas, 11, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,104,3,2,TRUE,TRUE,TRUE,,TRUE,gas natural,no indicado,4,TRUE,FALSE,TRUE,2019/9/30,"Avenida del Ensanche de Vallecas, 11", Barrio Ensanche de Vallecas - La Gavia , Distrito Villa de Vallecas ,,,TRUE,TRUE,,,,89,TRUE,,,
40.3610012,-3.5973111,86077641,"Alquiler de Ático en calle Antonio Gades, 44",Profesional   Viviendas en alquiler,"""¡Alquila ahora y llévate el primer mes gratis! Oferta válida hasta el 31.10. 2019¡SIN COMISIONES DE AGENCIA!Vivienda de 2 dormitorios en planta ático. Terraza de 20m². Cuenta con plaza de garaje y trastero. La urbanización tiene amplias zonas ajardinadas y está a escasos metros de la avenida principal de la zona (avd. ensanche de Vallecas). Con toda clase de comercios cercanos, así como a 5 minutos del centro comercial ""la gavia"" y a 150 metros del colegio bilingüe ""Loyola de palacios"". fácil acceso a m-45 y a-3, y autobús l145 y n9 (búho) a 100 metros. Ubicación: C/ Antonio Gades, 44 Esc, A, B, C En pleno corazón del ensanche de Vallecas, frente a supermercados como Mercadona y Ahorramás, farmacia, bancos, iglesia y ciudad deportiva del rayo vallecano. Fácil acceso a-3 y m-45, bien comunicado por autobús l145 y n9 (búho) y a 200 metros de la parada de metro ""la gavia"". Consulte condiciones y disponibilidadSin comisiones de agenciaREQUISITOSAportación de contrato de trabajo o similar y 3 últimas nóminas para acreditar ratio de solvencia.En la firma del contrato se solicitará un seguro de la vivienda.1 mes de fianza + seguro de impago.""",FALSE,917 222 013,piso,965,13.79,"Calle Antonio Gades, 44, Urb. Edificio Vallecas II 81, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,70,2,1,TRUE,TRUE,TRUE,,FALSE,gas natural,en trámite,7,TRUE,FALSE,TRUE,2019/10/1,,,,TRUE,TRUE,,,,,,,,,,
40.3796414,-3.6333071,87142156,"Alquiler de Piso en calle puerto de pozazal, 37",Profesional   Contacto Contacto,"""LEER TEXTO COMPLETONo pedimos AVALES bancarios, pedimos contrato de trabajo y 2 ultimas nominas, se puede entrar cualquier día del mes, desde el día que entra se pagaría cada 30 días.Se encuentra ubicado en la calle puerto de pozazal 37, en el ensanche de vallecas, metro y renfe mas cercano sierra de guadalupeAl alquiler del apartamento se le incluye: gimnasio, piscina, pádel, parque infantil, comunidad, ascensores, agua sin limitación y hasta 50 € de luz ya incluidos en el precio.Autobuses, renfe y metro sierra de Guadalupe. También tenemos en otras zonas.NO SE ADMITEN MASCOTAS.Teléfono de contacto 622843044.""",FALSE,912 173 875,piso,750,13.64,"Calle puerto de pozazal, 37, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,55,,1,TRUE,TRUE,TRUE,,TRUE,TRUE,en trámite,3,TRUE,FALSE,TRUE,2019/9/30,"Calle puerto de pozazal, 37", Barrio Ensanche de Vallecas - La Gavia , Distrito Villa de Vallecas ,,,TRUE,TRUE,TRUE,TRUE,,,TRUE,,,
40.3576,-3.59305,85984683,"Alquiler de Piso en calle Gran Vía del Sureste, 59 B",Profesional   Viviendas en alquiler,"""¡Alquila ahora y llévate 2 meses gratis! Oferta válida hasta el 31.10. 2019Adaptada a personas con movilidad reducida.Vivienda de 2 dormitorios en urbanización cerrada, en buen estado. Consta de salón-comedor, cocina cerrada totalmente amueblada y semi equipada con vitrocerámica, campana y horno, 2 dormitorios, un baño. Dispone de armario empotrados, calefacción y agua caliente central individualizada, suelos de tarima, amplios ventanales, amplia plaza de garaje, servicio de conserjería y vigilancia física 24 horas. Muy luminoso, sin amueblar. A pocos metros de parada de autobuses y metro línea 1 (Valdecarros), cerca del centro comercial la Gavia. La zona ofrece todos los servicios necesarios. ven a visitarlo""Consulte condiciones y disponibilidad.Sin comisiones de agencia.Las imágenes pertenecen a la vivienda piloto, sin carácter contractual.REQUISITOS DE ACCESOUn mes de fianza.Seguro de impago de rentas ( ¡sin avales ni otras garantías adicionales! ) Seguro del Hogar. Acreditar solvencia.Acreditar grado de minusvalía mediante certificado.""",FALSE,917 222 013,piso,725,9.18,"Calle Gran Vía del Sureste, 59 B, Urb. Edificio Vallecas 289, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,79,2,1,TRUE,TRUE,TRUE,2008,FALSE,gas natural,,2,TRUE,FALSE,TRUE,2019/10/1,,,,,,,,,,TRUE,,TRUE,,,
40.3622069,-3.5956605,87144598,Alquiler de Piso en avenida del ensanche de vallecas,Profesional   Nuevo Hogar Inmobiliaria,"""Estupendo y luminoso apartamento, cocina americana totalmente equipada con vista al salón, dormitorio amplio con vestidor, wc completo con plato de ducha y ventana. Altillo de 18m2, Totalmente exterior. Amueblado. Suelo de tarima, a/a con bomba de calor, garaje, piscina, conserje y vigilancia 24h. Zona con todos los servicios (transporte público metro valdecarros línea 1, zonas de ocio, centro comercial la gavia ) buenos accesos con a3, m45, m50.""",FALSE,910 756 837,piso,760,13.1,"Avenida del ensanche de vallecas, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,58,,1,TRUE,TRUE,TRUE,,TRUE,TRUE,,6,TRUE,FALSE,TRUE,2019/9/30,Avenida del ensanche de vallecas, Barrio Ensanche de Vallecas - La Gavia , Distrito Villa de Vallecas ,,,TRUE,TRUE,TRUE,TRUE,,57,TRUE,,,
40.3607957,-3.5975874,82981255,"Alquiler de Piso en calle Antonio Gades, 52",Profesional   Viviendas en alquiler,"""DESTINADA A PERSONAS CON ALGÚN TIPO DE DISCAPACIDAD. ¡Alquila ahora y llévate el primer mes gratis!Oferta válida hasta el 31/10/2019Vivienda de tres dormitorios destinada a personas con algún tipo de discapacidad.  Urbanización privada que cuenta con conserje y amplias zonas comunes con parque infantil.  Una de las calles con más relevancia del PAU de Vallecas. Promoción construida en el año 2007. Cocina amueblada y totalmente equipada. Suelos de tarima y armarios empotrados. Dispone de una plaza de garaje.   Zona totalmente consolidada con todos los servicios educativos, sanitarios, supermercados, rodeado de parques, zonas verdes, zonas de ocio en el Centro Comercial La Gavia.  Perfectamente comunicado; transporte público línea 1 de Metro (junto al metro las Suertes), autobús líneas 142 - 145 y acceso por carretera desde la M-45 y A-3 y con fácil acceso a la M-40 y M-50.Consulte condiciones y disponibilidad.Sin comisiones de agencia.Vivienda no amueblada.Imágenes corresponden a vivienda piloto, sin carácter contractual.REQUISITOS VPPACertificado grado de minusvalía.Ingresos familiares que no excedan del 5,5 veces IPREM 2017. (51.254€).Estar empadronado en cualquier municipio de la CAM.1 mes de fianza.Seguro de impago.A la firma de contrato se solicitará un seguro de vivienda (contenido).Aportación 3 últimas nóminas o contrato de trabajo para acreditar ratio de solvencia (45% max. ).""",FALSE,917 222 013,piso,840,7.24,"Calle Antonio Gades, 52, Urb. Edificio Vallecas 66, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,116,3,1,TRUE,TRUE,TRUE,2007,FALSE,gas natural,,,TRUE,FALSE,TRUE,2019/10/1,,,,,,,,,,TRUE,,TRUE,,,
40.36336,-3.60041,87079777,"Alquiler de Piso en calle Embalse de Valmayor, 41",Ana,"""Junto metro Las Suertes y autobuses. A 5 min del centro comercial La Gavia.Muy luminoso. Amueblado.Salón 22m, cocina equipada con tendedero, 3 dormitorios (ppal en suite) y 2 baños. Armarios empotrados en todas las habitaciones, pasillo y entrada. Aire acondicionado. Agua y calefacción individual con Gas Natural.Plaza de garaje incluida en precio.""",FALSE,645 969 856,piso,1200,9.6,"Calle Embalse de Valmayor, 41, Urb. Portal 7, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,125,3,2,TRUE,TRUE,TRUE,,TRUE,gas natural,no indicado,1,TRUE,FALSE,TRUE,2019/9/30,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,105,TRUE,,,
40.37111,-3.61128,82976093,"Alquiler de Piso en calle Villaluenga de la Sagra, Madrid, 11 B",Profesional   Viviendas en alquiler,"""Vivienda destinada a familias numerosas. ¡Alquila ahora y llévate el primer mes gratis!Oferta válida hasta el 31/10/2019Vivienda de 4 dormitorios.En pleno corazón del ensanche de Vallecas, frente a supermercados como Mercadona y Ahorramás, farmacia, bancos, iglesia y ciudad deportiva del rayo vallecano. Fácil acceso a-3 y m-45, bien comunicado por autobús l145 y n9 (búho) y a 200 metros de la parada de metro ""la gavia"". Sin comisiones de agencia.Algunas de las imágenes son amueblamientos virtuales, sin carácter contractual.REQUISITOSIngresos familiares que no excedan del 5,5 veces IPREM. (51.254€).Estar empadronado en cualquier municipio de la CAM.Vivienda destinada a familias numerosas (acreditar mediante carnet).1 mes de fianzaSeguro de impago.Seguro de vivienda a la firma de contrato (contenido).Aportación 3 últimas nóminas o contrato de trabajo para acreditar ratio de solvencia.""",FALSE,917 222 013,piso,900,7.83,"Calle Villaluenga de la Sagra, Madrid, 11 B, Urb. Edificio Vallecas 82 VPPA, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,115,4,2,TRUE,TRUE,TRUE,,FALSE,gas natural,,1,TRUE,FALSE,TRUE,2019/10/1,,,,,TRUE,,,,,,,,,,
40.364579,-3.5887507,32941158,Alquiler de Piso en avenida cerro milano,Profesional   equipo de alquiler,"""Apartamento exterior de 1 dormitorio en Avda Cerro Milano, con salón independiente, cocina amueblada y equipada con electrodomésticos, 1 baño completo, suelos de tarima, ventanas climalit, armarios empotrados, calefacción de gas natural, aire acondicionado por climatización. Amueblado. Finca con ascensor, piscina comunitaria, trastero. Gastos de comunidad y plaza de garaje incluidos en el precio. Metro Valdecarros y paradas de autobuses muy cercanos.""",FALSE,915 449 893,piso,680,13.6,"Avenida cerro milano, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,50,,1,TRUE,TRUE,TRUE,,TRUE,gas natural,,5,TRUE,FALSE,TRUE,2019/9/30,Avenida cerro milano, Barrio Ensanche de Vallecas - La Gavia , Distrito Villa de Vallecas ,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,
40.36585,-3.61895,84377746,"Alquiler de Piso en calle la Granja de San Ildefonso, Madrid, 32",Profesional   Vivenio Madrid,"""Vivienda de 1 dormitorio.Calle Granja de San Ildefonso, ubicada en el PAU DE VALLECAS, un nueva área residencial dentro de Madrid con amplias zonas verdes, parques, centros docentes, complejos deportivos, espacios sociales, un gran centro comercial y numerosas calles peatonales. Una inteligente distribución de las viviendas, aprovechando los espacios lo mejor posible. Una memoria de calidades inmejorable y sus zonas comunes, en definitiva, un lugar ideal para vivir, piscina, pista de pádel, zona de juegos infantiles, plaza de garaje y trastero. Cocina totalmente amueblada y equipada con electrodomésticos. Consulte condiciones y disponibilidad. Sin comisiones de agencia. Vivienda no amueblada, las imágenes pertenecen a la vivienda piloto, sin carácter contractual. Planta 3ª exteriorCon ascensor.REQUISITOS1 mes de fianza + 1 mes depósito + Seguro de impago.A la firma de contrato se solicitará un seguro de vivienda (contenido).Contrato indefinido de + de 1 año de antigüedad.Aportación de 3 últimas nóminas o similar para acreditar ratio de solvencia.""",FALSE,917 222 018,piso,715,13.75,"Calle la Granja de San Ildefonso, Madrid, 32, Urb. Vivenio La Granja, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,52,,1,TRUE,TRUE,TRUE,2011,FALSE,gas natural,en trámite,3,TRUE,FALSE,TRUE,2019/10/1,,,,,TRUE,,,,TRUE,TRUE,,,,,
40.36197,-3.58938,87150230,"Alquiler de Ático en avenida de la Gran Vía del Sureste, 33",Particular    juan ignacio,"""Ático en alquiler, dormitorio matrimonio, salón 15 m, cocina independiente, terraza 16 m, amueblado. Garaje, trastero y piscina. Calefacción y aire acondicionado. Ideal parejas.""",FALSE,609 201 897,piso,720,9.6,"Avenida de la Gran Vía del Sureste, 33, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,75,,1,TRUE,TRUE,TRUE,,TRUE,,,7,TRUE,FALSE,TRUE,2019/9/30,"Avenida de la Gran Vía del Sureste, 33", Barrio Ensanche de Vallecas - La Gavia , Distrito Villa de Vallecas ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,65,,,,
40.36319,-3.58741,86744549,"Alquiler de Piso en Arte Pop, 8",Profesional   Vivenio Madrid,"""¡OFERTA ""VUELTA AL COLE"", LLÉVATE EL PRIMER MES GRATIS!Vivienda de 2 dormitorios. Calle Arte pop 8, está ubicada en el PAU de Vallecas, un nueva área residencial dentro de Madrid con amplias zonas verdes, parques, centros docentes, complejos deportivos, espacios sociales, un gran centro comercial y numerosas calles peatonales. una inteligente distribución de las viviendas, aprovechando los espacios lo mejor posible. Excelentes calidades y sus zonas comunes hacen de arte pop 8 un lugar ideal para vivir, piscina, zona de juegos, que incluyen plaza de garaje y trastero. Consulte condiciones y disponibilidad. Sin comisiones de agencia.Vivienda no amueblada.REQUISITOS 1 mes de fianza + seguro de impago.Contrato indefinido de más de un año de antigüedad.Seguro de vivienda (contenido). "".""",FALSE,917 222 018,piso,850,10.9,"Arte Pop, 8, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,78,2,2,,TRUE,TRUE,2010,FALSE,,,7,TRUE,FALSE,TRUE,2019/10/2,"Arte Pop, 8", Barrio Ensanche de Vallecas - La Gavia , Distrito Villa de Vallecas ,,TRUE,,,,TRUE,TRUE,,,,,
40.36246,-3.60031,87162961,Alquiler de Piso en Ensanche de Vallecas - La Gavia,Profesional   Federico Villegas Lamberti,"""Se alquila vivienda amplia y muy luminosa en urbanización cerrada con piscina, paddle, zona infantil y vigilancia 24 horas los 365 días del año. La vivienda está completamente amueblada, compuesta por 3 habitaciones espaciosas, 2 baños completos (uno de ellos en suite con bañera y el otro con plato de ducha), gran salón comedor y cocina amueblada y equipada con todos los electrodomésticos, con terraza tendedero. Dispone de aire acondicionado en todas las estancias y calefacción de gas natural individual. Ventanas de climalit y suelo de tarima. Cuenta con armarios empotrados en los dormitorios y 3 adicionales en el pasillo y entradita, con lo cual hay mucha capacidad de almacenamiento.La vivienda se alquila junto con una plaza de garaje en el mismo edificio. En los alrededores podrás encontrar zonas para niños, comercio y centro comercial la Gavia a 5 minutos. Bien comunicado en cuanto a transporte público (Metro Las Suertes, paradas de autobús diurno y nocturno en la misma puerta) y fácil acceso a carreteras M45, M50 y A3.Mejor ver. Para más información y visitas contactar con Patricia en el 699_323_303 (también atiendo WhatsApp).""",FALSE,914 879 865,piso,1200,9.6,", Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,125,3,2,TRUE,TRUE,,,TRUE,gas natural,,1,TRUE,FALSE,TRUE,2019/10/1,, Barrio Ensanche de Vallecas - La Gavia , Distrito Villa de Vallecas ,,,TRUE,TRUE,TRUE,TRUE,TRUE,105,,,,
40.36319,-3.58741,85314514,"Alquiler de Ático en calle de Arte Pop, 8",Profesional   Vivenio Madrid,"""¡OFERTA ""VUELTA AL COLE"", LLÉVATE EL PRIMER MES GRATIS!Vivienda de 2 dormitorios con DOS FANTÁSTICAS TERRAZASCalle Arte pop 8, está ubicada en el PAU de Vallecas, un nueva área residencial dentro de Madrid con amplias zonas verdes, parques, centros docentes, complejos deportivos, espacios sociales, un gran centro comercial y numerosas calles peatonales. una inteligente distribución de las viviendas, aprovechando los espacios lo mejor posible. Excelentes calidades y sus zonas comunes hacen de arte pop 8 un lugar ideal para vivir, piscina, zona de juegos, que incluyen plaza de garaje y trastero. Consulte condiciones y disponibilidad. Sin comisiones de agencia.Vivienda no amueblada. REQUISITOS 1 mes de fianza + seguro de impago.Contrato indefinido de más de un año de antigüedad.Seguro de vivienda (contenido).""",FALSE,917 222 018,piso,1175,15.26,"Calle de Arte Pop, 8, Urb. Edificio Arte Pop, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,77,2,2,TRUE,TRUE,TRUE,2010,FALSE,gas natural,,7,TRUE,FALSE,TRUE,2019/10/1,,,,,TRUE,,,,TRUE,TRUE,,,,,
40.369547,-3.614109,87166508,"Alquiler de Piso en avenida de la Gavia, 39","Profesional   Alquiler Seguro, S.A.U.","""Apartamento de obra nueva de 50 m2, 1 dormitorio, salón con cocina americana completamente amueblada y equipada, 1 baño completo, armarios empotrados, calefacción individual, aire acondicionado por conducto, exterior y muy luminoso, se entrega amueblado. Gastos de comunidad y plaza de garaje incluidos en el precio. Finca con ascensor, piscina, jardines, instalaciones deportivas, portería. Zona con todos los servicios a 5 minutos del C. C. ""La Gavia"". Junto al Metro: ""La Gavia""(L1). Líneas EMT: 145-N9. No se aceptan animales.""",FALSE,902 375 777,piso,695,13.9,"Avenida de la Gavia, 39, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,50,,1,,TRUE,,,TRUE,,,5,TRUE,FALSE,TRUE,2019/10/1,"Avenida de la Gavia, 39", Barrio Ensanche de Vallecas - La Gavia , Distrito Villa de Vallecas ,,,TRUE,TRUE,TRUE,,TRUE,,,,,
40.36319,-3.58741,87171405,"Alquiler de Piso en Arte Pop, 8",Profesional   Vivenio Madrid,"""¡Alquila ahora y llévate el primer mes gratis!Vivienda de 1 dormitorio en 2ª planta. Calle Arte pop 8, está ubicada en el PAU de Vallecas, un nueva área residencial dentro de Madrid con amplias zonas verdes, parques, centros docentes, complejos deportivos, espacios sociales, un gran centro comercial y numerosas calles peatonales. una inteligente distribución de las viviendas, aprovechando los espacios lo mejor posible. Excelentes calidades y sus zonas comunes hacen de arte pop 8 un lugar ideal para vivir, piscina, zona de juegos, que incluyen plaza de garaje y trastero. Consulte condiciones y disponibilidad. Sin comisiones de agencia.Vivienda no amueblada.REQUISITOS 1 mes de fianza + seguro de impago.Contrato indefinido de más de un año de antigüedad.Seguro de vivienda (contenido).""",FALSE,917 222 018,piso,695,14.48,"Arte Pop, 8, Urb. Edificio Arte Pop, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,48,,1,TRUE,TRUE,TRUE,,FALSE,gas natural,en trámite,2,TRUE,FALSE,TRUE,2019/10/2,,,,,TRUE,,,,TRUE,TRUE,,,,,
40.3720766,-3.6304305,87168846,"Alquiler de Piso en bulevar de la Naturaleza, 20",Particular    ROSA,"""La calefacción, el agua caliente y la plaza de garaje están incluidos en el precio del alquiler. Edificio de 10 años, segundo piso exterior. Muy luminoso de techos altos. Sol de mañana.Cocina completa con encimera de silestone. Salón, el recibidor y baño amueblados. Armarios empotrados. Pre-instalación aire acondicionado.Dispone de una terraza tendedero con espacio de almacenaje.Suelo de tarima.""",FALSE,650 132 837,piso,730,10.43,"Bulevar de la Naturaleza, 20, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,70,2,1,TRUE,TRUE,TRUE,,TRUE,,,2,TRUE,FALSE,TRUE,2019/10/2,"Bulevar de la Naturaleza, 20", Barrio Ensanche de Vallecas - La Gavia , Distrito Villa de Vallecas ,TRUE,,TRUE,TRUE,,,,56,,,,
40.3710458,-3.6299212,34529083,Alquiler de Piso en calle de Honrubia s/n,Profesional   MAGNUM,"""770€. Bonitas viviendas 2 dormitorios, que incluyen plaza de garaje y trastero. En perfecto estado de alquiler, cuenta con cocina amueblada con encimera, horno, fregadero y campana. El edificio se caracteriza por su innovador y arquitectura vanguardista, amplias zonas comunes ajardinadas.Muy cercana al Centro de Salud del Ensanche de Vallecas, en dónde se puede encontrar comercios y servicios como Mercadona (en la puerta), farmacia, gimnasio, bancos y gasolinera. Además, con el Instituto Villa de Vallecas y Centro de Alzheimer Fundación Reina Sofía a 250 metros. Con fácil acceso desde el Polígono de Vallecas y M-40/M-45 (a 3 minutos), A-3 (a 5 minutos). Comunicado mediante transporte de autobús y con parada de metro ""Congosto"" cercana. Horario de atención telefonica de 9:00 A 21:00.Gastos de IBI aparte. No pagas los gastos de comunidad durante los primeros 3 años e IBI durante los primeros 2 años ¡SIN COMISION DE AGENCIA! Aprovecha esta oportunidad única.SÓLO SE PIDE: MES DE FIANZA: 770€**Las imagenes corresponden a un apartamento tipo.**Viviendas sujetas a disponibilidad.Para alquilar una vivienda con Fidere, la renta total de la vivienda no puede superar el 40% de los ingresos mensuales netos del/los firmantes del contrato.""",FALSE,918 006 712,piso,770,11.49,"Calle de Honrubia s/n, Barrio Ensanche de Vallecas - La Gavia, Distrito Villa de Vallecas, Madrid, Madrid capital, Madrid","Madrid capital, Madrid",Madrid,67,2,1,TRUE,TRUE,,,FALSE,,no indicado,NaN,TRUE,FALSE,TRUE,2019/10/1,Calle de Honrubia s/n, Barrio Ensanche de Vallecas - La Gavia , Distrito Villa de Vallecas ,,TRUE,TRUE,TRUE,,,,,,,TRUE,
